locus	chr	start	stop	h2.obs_psoriasis	p_psoriasis	fdr_within_pheno_psoriasis	h2.obs_outcome	p_outcome	fdr_within_pheno_outcome	outcome	local_h2_pass_p05	local_h2_pass_fdr10	min_h2_p
2116	16	11916632	12793149	0.000404446	0.0161368	0.0314013405405405	0.00157096	0.0159594	0.0447507095100865	psa	TRUE	TRUE	0.0161368
765	4	182065647	182946258	0.000438437	0.0162044	0.031504504050405	0.00283275	0.000359006	0.00282844403238866	psa	TRUE	TRUE	0.0162044
2020	14	93386329	94892240	0.000702417	0.000551699	0.00196321225700165	0.00172617	0.0162101	0.0452588786226686	psa	TRUE	TRUE	0.0162101
881	5	124109486	125131720	0.000582625	0.00107108	0.00334809377713459	0.00152337	0.0163159	0.0454881681948424	psa	TRUE	TRUE	0.0163159
1090	6	166853326	167714865	0.00108942	1.35596e-07	1.76438168674699e-06	0.00157453	0.0164492	0.04576436	psa	TRUE	TRUE	0.0164492
1729	11	124403478	125266684	0.00040093	0.0140106	0.0279178007380074	0.00151602	0.016462	0.04576436	psa	TRUE	TRUE	0.016462
1466	9	121008530	122677719	0.000696974	0.000459114	0.0016865412244898	0.00165722	0.0165818	0.0460316445078459	psa	TRUE	TRUE	0.0165818
2151	16	73140782	74135275	0.000439277	0.0166054	0.032056600536193	0.00294607	0.00024167	0.00210892295964126	psa	TRUE	TRUE	0.0166054
1268	8	22895019	23788494	0.000385181	0.0166071	0.032056600536193	0.00204651	0.00249347	0.0122532641919192	psa	TRUE	TRUE	0.0166071
1021	6	88499746	89974267	0.000699624	0.000318064	0.00123121548387097	0.00161459	0.016825	0.0465738975817923	psa	TRUE	TRUE	0.016825
1841	12	111592382	113947983	0.00153875	2.85488e-13	1.06319668965517e-11	0.0014428	0.0168882	0.0466824392045454	psa	TRUE	TRUE	0.0168882
2171	16	88387229	89106304	0.000375344	0.0169275	0.0325831095280499	0.00167853	0.00759024	0.0261890195744681	psa	TRUE	TRUE	0.0169275
2350	19	43960959	45040932	0.000850258	1.30696e-06	1.24362713656388e-05	0.00133775	0.0169372	0.0467508583569405	psa	TRUE	TRUE	0.0169372
710	4	121981244	122655434	0.000410221	0.00232715	0.00645208615384615	0.00115926	0.016961	0.0467508583569405	psa	TRUE	TRUE	0.016961
779	5	2960069	3677595	0.000672892	0.00047562	0.00174420916808149	0.00161103	0.017006	0.0468085940594059	psa	TRUE	TRUE	0.017006
2299	18	71491861	72785206	0.000712813	0.000531041	0.00190539627906977	0.00170959	0.0171874	0.0471744434414669	psa	TRUE	TRUE	0.0171874
30	1	30405183	31639217	0.000473643	0.00777478	0.0172755823227133	0.00159383	0.0172363	0.0472420278873239	psa	TRUE	TRUE	0.0172363
212	2	7966710	8978798	0.000408901	0.0172858	0.03310080425155	0.00367271	2.10216e-06	7.71849690566038e-05	psa	TRUE	TRUE	0.0172858
811	5	40290852	41279590	0.000576108	4.34156e-05	0.000238014456852792	0.00109743	0.0174028	0.0474471660167131	psa	TRUE	TRUE	0.0174028
2494	22	49559208	50347996	0.000556098	0.00280791	0.00754632537313433	0.00160269	0.0174365	0.0474471660167131	psa	TRUE	TRUE	0.0174365
1720	11	113889020	114742317	0.000378563	0.01745	0.0333262599469496	0.00188092	0.00435235	0.0177003122338205	psa	TRUE	TRUE	0.01745
1501	10	13208062	14008135	0.00130144	2.88534e-09	5.56458428571429e-08	0.00160998	0.017494	0.0474471660167131	psa	TRUE	TRUE	0.017494
1573	10	94503300	95528160	0.000442472	0.00670319	0.0155186392282958	0.00144179	0.0177565	0.047858932132964	psa	TRUE	TRUE	0.0177565
1080	6	156762741	158220143	0.000467195	0.0102019	0.0215828638589618	0.00162429	0.0178303	0.047925088121547	psa	TRUE	TRUE	0.0178303
251	2	45850048	46499326	0.00101086	2.13722e-06	1.83451714285714e-05	0.00165357	0.0179991	0.0483120670344828	psa	TRUE	TRUE	0.0179991
374	2	191051955	193033982	0.000408427	0.0180557	0.0343010659630607	0.00300909	9.55128e-05	0.00102125224615385	psa	TRUE	TRUE	0.0180557
1773	12	31797153	32368905	0.000407094	0.00327705	0.0085385138721351	0.00119009	0.0180752	0.048449503030303	psa	TRUE	TRUE	0.0180752
1415	9	38822978	43903829	9.66302e-05	0.018178	0.0345030579964851	0.000574951	0.000407919	0.0031008217734375	psa	TRUE	TRUE	0.018178
667	4	71468301	73258294	0.00048939	0.000992511	0.00313883420204978	0.00120868	0.018352	0.0490563076923077	psa	TRUE	TRUE	0.018352
1240	8	3787249	4273083	0.000436785	0.0184238	0.0348776581945662	0.00467775	1.11959e-07	7.7811505e-06	psa	TRUE	TRUE	0.0184238
1850	12	121817510	123396634	0.00121034	3.89299e-11	1.12118112e-09	0.00124034	0.0184409	0.0492263256515775	psa	TRUE	TRUE	0.0184409
756	4	174470207	175295842	0.000331337	0.0185637	0.0350503426573427	0.00136254	0.0146301	0.0420534336779911	psa	TRUE	TRUE	0.0185637
1629	11	17583949	18740267	0.000420025	0.00671058	0.0155191143468951	0.0013614	0.0185776	0.0495233008219178	psa	TRUE	TRUE	0.0185776
2118	16	13893408	15921108	0.000570279	0.00139859	0.00416109421487603	0.00147275	0.0186248	0.0495812049247606	psa	TRUE	TRUE	0.0186248
1	1	10539	1376204	0.000300133	0.00712043	0.0161896092631579	0.000901343	0.0187505	0.0498476407103825	psa	TRUE	TRUE	0.0187505
1874	13	30068526	31433218	0.000786237	0.000234481	0.00097775861003861	0.00172554	0.0189016	0.050180782537517	psa	TRUE	TRUE	0.0189016
2101	15	101550751	102520975	0.000412009	0.0189494	0.0356228929503917	0.0017424	0.0121787	0.0366872210526316	psa	TRUE	TRUE	0.0189494
434	3	11997659	12859209	0.000336382	0.00728283	0.0163693161290323	0.00109381	0.0190898	0.0505930955223881	psa	TRUE	TRUE	0.0190898
76	1	87667573	88656689	0.000584079	0.000974825	0.00309650294117647	0.00145521	0.0191377	0.0505930955223881	psa	TRUE	TRUE	0.0191377
669	4	74885901	76497358	0.000647133	0.000121975	0.000562961538461538	0.0013279	0.0191552	0.0505930955223881	psa	TRUE	TRUE	0.0191552
948	6	23939307	24950379	0.00104245	3.37088e-07	4.02270762430939e-06	0.00151917	0.0192407	0.0506984349120433	psa	TRUE	TRUE	0.0192407
1827	12	96017783	96828314	0.000546728	0.00121505	0.00371217538896747	0.00139292	0.0193065	0.050770877027027	psa	TRUE	TRUE	0.0193065
1875	13	31433219	32986686	0.000748367	0.000257725	0.00105464347826087	0.00165064	0.0194202	0.0510009570850202	psa	TRUE	TRUE	0.0194202
1210	7	131856482	133807216	0.000380778	0.0196216	0.0366269222797927	0.00298197	5.99173e-05	0.000673983039306358	psa	TRUE	TRUE	0.0196216
178	1	229075157	230227247	0.000489201	0.00279655	0.00753185536159601	0.00137197	0.0197486	0.051718611827957	psa	TRUE	TRUE	0.0197486
2008	14	78374054	79199451	0.000351764	0.0199449	0.0371067906976744	0.0021068	0.00129806	0.00734309523255814	psa	TRUE	TRUE	0.0199449
1468	9	124119884	125137578	0.000355187	0.0200321	0.037204932072227	0.00224175	0.000776627	0.00497143467763158	psa	TRUE	TRUE	0.0200321
1235	8	1628040	2070902	0.000393117	0.0200641	0.0372248652360515	0.00206171	0.00345638	0.0151489087387387	psa	TRUE	TRUE	0.0200641
1495	10	7659873	8771920	0.00148846	2.80315e-10	6.95954482758621e-09	0.00167038	0.0202383	0.0525817514018692	psa	TRUE	TRUE	0.0202383
1969	14	36422078	37282012	0.00068444	3.93746e-05	0.000219198804123711	0.00127137	0.020291	0.0526090145695364	psa	TRUE	TRUE	0.020291
1645	11	32830423	33905327	0.000666456	2.05881e-05	0.000131180814159292	0.00115883	0.0203836	0.0526090145695364	psa	TRUE	TRUE	0.0203836
56	1	65894185	66778015	0.000303113	0.0116573	0.0241416759348035	0.00105311	0.0204051	0.0526090145695364	psa	TRUE	TRUE	0.0204051
1604	10	130694009	131694738	0.000865395	1.09714e-05	7.6693281553398e-05	0.00148699	0.020411	0.0526090145695364	psa	TRUE	TRUE	0.020411
286	2	79900056	80737811	0.000683603	0.000307693	0.00119966945848375	0.00150701	0.0204814	0.0527206407407407	psa	TRUE	TRUE	0.0204814
1970	14	37282013	38722114	0.000510995	0.00129671	0.0039241512605042	0.00128308	0.0205296	0.0527749030383091	psa	TRUE	TRUE	0.0205296
2456	21	42187153	43081434	0.00113268	3.35716e-07	4.02270762430939e-06	0.00163778	0.0205727	0.0528159290237467	psa	TRUE	TRUE	0.0205727
931	6	5378214	6621937	0.000465614	0.0209996	0.0387684923076923	0.00467903	7.36839e-07	3.87537484864865e-05	psa	TRUE	TRUE	0.0209996
1326	8	96175631	96900513	0.000840111	1.07676e-05	7.5759009771987e-05	0.0014421	0.0210777	0.0539253410994764	psa	TRUE	TRUE	0.0210777
1646	11	33905328	34672697	0.00116484	6.69277e-09	1.13829788976378e-07	0.00140614	0.0211279	0.0539253410994764	psa	TRUE	TRUE	0.0211279
1075	6	152376500	153082361	0.000580998	0.000402274	0.0015033076816609	0.00129442	0.0211293	0.0539253410994764	psa	TRUE	TRUE	0.0211293
1682	11	75445254	76518906	0.000774321	2.34594e-05	0.000145610068965517	0.00138303	0.0211711	0.0539253410994764	psa	TRUE	TRUE	0.0211711
1039	6	109043245	110647842	0.000713857	2.07697e-05	0.000131561736070381	0.001246	0.0214122	0.0543970511749347	psa	TRUE	TRUE	0.0214122
1500	10	12581572	13208061	0.000441457	0.00888527	0.019249932998997	0.00144433	0.0220702	0.0554873651612903	psa	TRUE	TRUE	0.0220702
1563	10	83596351	84679429	0.000333921	0.0221886	0.040616420338983	0.00197779	0.00172373	0.00916496879781421	psa	TRUE	TRUE	0.0221886
1143	7	47253455	48363585	0.000787119	3.01193e-05	0.000176286940540541	0.00142251	0.0223932	0.056011783033419	psa	TRUE	TRUE	0.0223932
521	3	116498571	117241644	0.000761737	8.95324e-06	6.46789244147157e-05	0.00125128	0.0229134	0.0572393792041078	psa	TRUE	TRUE	0.0229134
1451	9	107061020	108203095	0.000366747	0.0220562	0.0404769685641461	0.00141722	0.0230596	0.0574045115089514	psa	TRUE	TRUE	0.0230596
865	5	107265912	108641784	0.000442197	0.00283369	0.00759400794044665	0.00119966	0.023068	0.0574045115089514	psa	TRUE	TRUE	0.023068
594	3	196383153	197147990	0.00029609	0.0230738	0.0421653197969543	0.00156791	0.00435397	0.0177003122338205	psa	TRUE	TRUE	0.0230738
2493	22	48977539	49559207	0.000418816	0.0123842	0.0252669008498584	0.00143378	0.0233765	0.0580238125	psa	TRUE	TRUE	0.0233765
198	1	246610291	247531112	0.000306362	0.023444	0.0427333670886076	0.00127425	0.0176174	0.047659186407767	psa	TRUE	TRUE	0.023444
2082	15	81077026	82191077	0.000787649	1.8531e-05	0.00012056313253012	0.0013376	0.0234547	0.0580697788804071	psa	TRUE	TRUE	0.0234547
2458	21	43812792	44815008	0.000670022	0.000497181	0.00180186402684564	0.00149616	0.0235669	0.0582734274459975	psa	TRUE	TRUE	0.0235669
1792	12	54371449	55416802	0.00033228	0.0237125	0.0431136363636364	0.00267138	7.97824e-05	0.000874364038202247	psa	TRUE	TRUE	0.0237125
1942	13	104378436	105672500	0.000394101	0.0237544	0.0431324773109244	0.00233431	0.00178764	0.00945311804347826	psa	TRUE	TRUE	0.0237544
2017	14	89482884	90662836	0.000654401	0.00081494	0.00264304864864865	0.0015311	0.0238518	0.0589030492385787	psa	TRUE	TRUE	0.0238518
2356	19	49415190	50451925	0.000874429	1.80223e-06	1.60198222222222e-05	0.00129129	0.0242296	0.0596231274336283	psa	TRUE	TRUE	0.0242296
2157	16	77739133	78280636	0.000609701	0.000758711	0.00249819475609756	0.00140091	0.0242353	0.0596231274336283	psa	TRUE	TRUE	0.0242353
242	2	37603361	38887393	0.00039078	0.0243394	0.0439942292887029	0.00264871	0.000560867	0.00395582458483754	psa	TRUE	TRUE	0.0243394
2136	16	54866096	55907389	0.00047634	0.00777475	0.0172755823227133	0.00147956	0.0244421	0.0599802353089533	psa	TRUE	TRUE	0.0244421
553	3	151131308	151904021	0.000260127	0.0245524	0.0443050827067669	0.00244652	1.41875e-05	0.000267625521153846	psa	TRUE	TRUE	0.0245524
2268	18	38498382	39410165	0.000358498	0.00648395	0.0151082330097087	0.00107671	0.0245683	0.0602139947103275	psa	TRUE	TRUE	0.0245683
970	6	33864263	34979270	0.000894393	4.94903e-09	8.8346320661157e-08	0.000964227	0.0246871	0.060429052327044	psa	TRUE	TRUE	0.0246871
1747	12	6948955	8123317	0.000359147	0.0208399	0.0385065731394354	0.00132945	0.0247627	0.060462000250941	psa	TRUE	TRUE	0.0247627
581	3	183203156	184524268	0.00149538	6.76956e-11	1.85091767088608e-09	0.00153505	0.0248805	0.060597563204005	psa	TRUE	TRUE	0.0248805
1933	13	93285143	94925136	0.000367849	0.0250409	0.0451488681135225	0.00157265	0.0167701	0.046488054985755	psa	TRUE	TRUE	0.0250409
126	1	168179087	169521551	0.00114215	4.43338e-08	6.4269132885906e-07	0.00143851	0.0251	0.0609795255930087	psa	TRUE	TRUE	0.0251
524	3	118903054	119759983	0.000278118	0.0217395	0.0399636765957447	0.00105397	0.0251478	0.0610194748129676	psa	TRUE	TRUE	0.0251478
2021	14	94892241	95946792	0.00125115	2.42748e-07	3.01342344827586e-06	0.0017224	0.0255313	0.061751052173913	psa	TRUE	TRUE	0.0255313
2182	17	8554764	9619356	0.00135758	2.6595e-09	5.22229090909091e-08	0.00153814	0.0257058	0.0620638794044665	psa	TRUE	TRUE	0.0257058
2164	16	83077870	83778371	0.000411729	0.0258325	0.0463413134328358	0.00397488	4.73741e-06	0.000130325241666667	psa	TRUE	TRUE	0.0258325
1505	10	17065861	18529742	0.000369274	0.0258739	0.0463413134328358	0.00241259	0.000927993	0.00564767511875	psa	TRUE	TRUE	0.0258739
1352	8	126766828	128073654	0.0010155	7.41017e-07	7.93489300492611e-06	0.00143837	0.0260013	0.0624673207407407	psa	TRUE	TRUE	0.0260013
1226	7	153241229	154407487	0.000736007	0.00017641	0.000771347368421053	0.00145542	0.0261944	0.0628536404438964	psa	TRUE	TRUE	0.0261944
1082	6	158952061	159604052	0.00187582	4.89655e-22	3.64708551724138e-20	0.00104804	0.0262869	0.0629979155172414	psa	TRUE	TRUE	0.0262869
1223	7	149843000	150897818	0.000876459	1.02926e-06	1.00144216216216e-05	0.00123584	0.0265542	0.0634821538083538	psa	TRUE	TRUE	0.0265542
1391	9	15839404	16658377	0.000969615	2.49538e-06	2.09728435797665e-05	0.00144526	0.0266675	0.063674791411043	psa	TRUE	TRUE	0.0266675
1940	13	101573737	103050417	0.00131508	1.44163e-08	2.34129383458647e-07	0.00158887	0.0267047	0.0636854732843137	psa	TRUE	TRUE	0.0267047
1613	11	2477450	3362508	0.000534418	0.00408412	0.0102458759581882	0.00147176	0.0269883	0.0642044398533007	psa	TRUE	TRUE	0.0269883
235	2	33123605	33735318	0.000326079	0.0270211	0.0481564158415842	0.00155558	0.00992235	0.0318353738056013	psa	TRUE	TRUE	0.0270211
50	1	57529671	58387483	0.000314337	0.0278626	0.049377174733388	0.00169792	0.00522768	0.0199941750884086	psa	TRUE	TRUE	0.0278626
1812	12	77800464	79315178	0.00041772	0.0151232	0.0296964654545455	0.00142553	0.0278998	0.0659293491525424	psa	TRUE	TRUE	0.0278998
1149	7	52635124	53176523	0.000347924	0.00649332	0.0151137620689655	0.00101534	0.0279705	0.0659293491525424	psa	TRUE	TRUE	0.0279705
1291	8	54119374	55275354	0.000307642	0.0172082	0.033039744	0.001069	0.0279844	0.0659293491525424	psa	TRUE	TRUE	0.0279844
1580	10	102509299	104206837	0.000715902	5.34878e-05	0.000288113835411471	0.00126181	0.0282224	0.0663294570048309	psa	TRUE	TRUE	0.0282224
1599	10	125798320	126875816	0.000645129	0.000738676	0.00245467716923077	0.00143506	0.028361	0.0664945855421687	psa	TRUE	TRUE	0.028361
2181	17	7264459	8554763	0.00103479	3.97793e-07	4.64450205405405e-06	0.00138763	0.0284425	0.066605421179302	psa	TRUE	TRUE	0.0284425
2143	16	64207177	65072403	0.000284879	0.0120531	0.0247053586337761	0.000917592	0.0285198	0.0667061668269231	psa	TRUE	TRUE	0.0285198
1267	8	21650454	22895018	0.000985326	4.70073e-06	3.63927483870968e-05	0.00150574	0.0286205	0.0667811666666667	psa	TRUE	TRUE	0.0286205
886	5	128734906	130573817	0.000715513	1.6624e-06	1.50873277310924e-05	0.000980714	0.0287032	0.0668939247904192	psa	TRUE	TRUE	0.0287032
418	2	240325601	241113279	0.000733276	8.28483e-05	0.000407636282460137	0.00133118	0.0288062	0.067053666507177	psa	TRUE	TRUE	0.0288062
209	2	5568654	6306606	0.000552659	0.000966411	0.00307883150442478	0.00125294	0.0290251	0.0674019625298329	psa	TRUE	TRUE	0.0290251
1489	10	3225337	3880322	0.00088639	1.6586e-06	1.50873277310924e-05	0.00124793	0.0290856	0.0674465066666667	psa	TRUE	TRUE	0.0290856
1441	9	95854926	96670171	0.000504767	0.000274569	0.001098276	0.000993516	0.0291582	0.0674695091557669	psa	TRUE	TRUE	0.0291582
462	3	44141694	45844191	0.000339841	0.0293695	0.0517018092909535	0.00202498	0.00276903	0.013024038746988	psa	TRUE	TRUE	0.0293695
1065	6	139716714	141449453	0.000449037	0.00320105	0.00839110194174757	0.00116352	0.0294024	0.0679537653206651	psa	TRUE	TRUE	0.0294024
2179	17	5573785	6305078	0.000693797	0.000303866	0.00119037913043478	0.00139722	0.029582	0.0681261207100592	psa	TRUE	TRUE	0.029582
823	5	55968967	56896890	0.000780544	2.52742e-06	2.11597953488372e-05	0.00111357	0.0296347	0.0681668158392435	psa	TRUE	TRUE	0.0296347
1790	12	51769420	53039987	0.000791562	6.63327e-05	0.00034032929216152	0.00141349	0.0298112	0.0684918479338843	psa	TRUE	TRUE	0.0298112
808	5	36431968	37925487	0.000501559	0.00189094	0.00540268571428571	0.00121263	0.0299286	0.0686804900943396	psa	TRUE	TRUE	0.0299286
1630	11	18740268	19780784	0.000338655	0.0300771	0.0527755905767669	0.00185243	0.00534239	0.0202262469649805	psa	TRUE	TRUE	0.0300771
250	2	45189469	45850047	0.000474206	0.00467334	0.011457905107832	0.00130009	0.0301074	0.0689282357647059	psa	TRUE	TRUE	0.0301074
457	3	36840137	38729767	0.000412103	0.0141131	0.0280444305427783	0.00135741	0.0303427	0.069247486049238	psa	TRUE	TRUE	0.0303427
1873	13	28587126	30068525	0.000996127	2.46999e-06	2.0840540625e-05	0.00143816	0.0305413	0.0694376448598131	psa	TRUE	TRUE	0.0305413
1889	13	46493237	47433528	0.000322377	0.0237628	0.0431324773109244	0.00117954	0.030544	0.0694376448598131	psa	TRUE	TRUE	0.030544
1250	8	10478852	11466761	0.000655162	0.000487547	0.00178189766497462	0.00136937	0.0306509	0.0695993598599767	psa	TRUE	TRUE	0.0306509
1937	13	98527336	99402294	0.000361262	0.0308414	0.0540120777957861	0.00237833	0.00127913	0.00727832450292398	psa	TRUE	TRUE	0.0308414
1383	9	9920259	10675474	0.00041896	0.00898623	0.0194296864864865	0.00126073	0.0310753	0.0703987587892899	psa	TRUE	TRUE	0.0310753
1435	9	90890980	91643255	0.000254254	0.0311058	0.0543476604688763	0.00125415	0.0105461	0.0329576808988764	psa	TRUE	TRUE	0.0311058
2035	15	22799927	24099946	0.000334503	0.0312356	0.0544983004846527	0.00179961	0.00444798	0.01803285225	psa	TRUE	TRUE	0.0312356
1376	9	4025356	4596614	0.000359815	0.0312934	0.0545550799031477	0.0026334	0.000486656	0.0035630967368421	psa	TRUE	TRUE	0.0312934
809	5	37925488	39438985	0.00191438	6.618e-16	3.32439069767442e-14	0.00140874	0.0314809	0.0710694099767981	psa	TRUE	TRUE	0.0314809
1977	14	44623274	45817082	0.000258225	0.0315219	0.0548648702659146	0.00178161	0.00103465	0.00619627889570552	psa	TRUE	TRUE	0.0315219
2397	20	26318859	30569659	0.000300014	0.00311833	0.00819588613138686	0.000733949	0.0317118	0.0714249569444444	psa	TRUE	TRUE	0.0317118
1588	10	113117616	114255954	0.000349728	0.0148581	0.0293091287671233	0.00113585	0.032246	0.0723768350634371	psa	TRUE	TRUE	0.032246
111	1	152535631	153410809	0.00246617	6.67935e-33	8.01522e-31	0.000938704	0.0323971	0.0726322080645161	psa	TRUE	TRUE	0.0323971
1079	6	155523958	156762740	0.000842077	3.22236e-05	0.000185607936	0.00140472	0.0324725	0.0727174741081703	psa	TRUE	TRUE	0.0324725
210	2	6306607	7108208	0.000318703	0.0327065	0.0564178898643256	0.00130578	0.0259554	0.0624341265760198	psa	TRUE	TRUE	0.0327065
1085	6	161371015	162254229	0.00050339	0.00500985	0.0121450909090909	0.00136005	0.0328431	0.0733784989667049	psa	TRUE	TRUE	0.0328431
43	1	48105234	49185414	0.000298569	0.0331628	0.0569408966613673	0.00217958	0.000648513	0.00430718873037543	psa	TRUE	TRUE	0.0331628
1137	7	40261241	41415925	0.000539169	0.0005703	0.00200953996737357	0.00109567	0.0336289	0.0747906736	psa	TRUE	TRUE	0.0336289
2135	16	53393883	54866095	0.00140472	5.31129e-09	9.17790912e-08	0.00153933	0.0338458	0.0751013988597491	psa	TRUE	TRUE	0.0338458
1403	9	26747215	27366479	0.000517239	0.000914527	0.0029264864	0.0011018	0.0339798	0.0752173227272727	psa	TRUE	TRUE	0.0339798
1128	7	30175114	31730554	0.000654934	0.00118291	0.00363454566145092	0.00146456	0.0340063	0.0752173227272727	psa	TRUE	TRUE	0.0340063
641	4	40590542	41360937	0.000559747	0.000304208	0.00119037913043478	0.00107368	0.0345543	0.0762388523809524	psa	TRUE	TRUE	0.0345543
934	6	9020711	10416550	0.000584857	0.00196506	0.00556294836173001	0.00138074	0.0346522	0.0763682686296716	psa	TRUE	TRUE	0.0346522
1324	8	92876621	94999066	0.000337728	0.0346605	0.0591831462450593	0.00150712	0.0202161	0.0525817514018692	psa	TRUE	TRUE	0.0346605
1117	7	17596579	19131026	0.000513997	0.00861457	0.0187764593340061	0.00149645	0.0347207	0.0764326721719457	psa	TRUE	TRUE	0.0347207
1577	10	99367801	100337830	0.000307595	0.0348048	0.0593825971563981	0.00492448	2.24401e-10	3.63903621666667e-08	psa	TRUE	TRUE	0.0348048
432	3	9970732	11226367	0.000387152	0.0349075	0.0594262127659574	0.00377985	1.43027e-05	0.000267625521153846	psa	TRUE	TRUE	0.0349075
1806	12	71177962	71948185	0.000253488	0.0349699	0.0594763653543307	0.00129445	0.0107878	0.0335298593301435	psa	TRUE	TRUE	0.0349699
2216	17	54950108	56245227	0.000902225	8.85371e-05	0.000428789542600897	0.00157916	0.0350031	0.0769672684745763	psa	TRUE	TRUE	0.0350031
1562	10	82378049	83596350	0.000332542	0.0241814	0.0437452462311558	0.00117423	0.0352011	0.0773152828442438	psa	TRUE	TRUE	0.0352011
2076	15	74458114	76401952	0.000865962	1.25134e-06	1.19597097345133e-05	0.00113856	0.0353687	0.0775084349099099	psa	TRUE	TRUE	0.0353687
1479	9	136042491	136770926	0.000791116	2.17547e-05	0.000136599279069767	0.001234	0.0357918	0.0782593739325843	psa	TRUE	TRUE	0.0357918
