GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
65985       12  125549925  125627879    306      43   80843     0.016341      0.49348
114795      12  125811162  126146915   1300     134   89498      0.27834      0.39038
92293       12  128751948  129192460   1818     222   82202       1.6193     0.052694
121260      12  129277739  129308541    154      15   84749       0.8862      0.18776
144423      12  129337985  129469513    636      76   90427         1.21      0.11313
121256      12  129556271  130388212   4079     340   87859      0.41641      0.33856
11211       12  130647004  130650285     10       4   98523     -0.23978      0.59475
9271        12  130822433  130856877    140      27   84107       0.5186      0.30202
23504       12  130880681  131200828   1753     186   89997     -0.58565      0.72095
2054        12  131274145  131323819    187      14   89883      0.91612       0.1798
5901        12  131356617  131362220     19       5   88299      -1.3709       0.9148
283383      12  131438452  131626010   1060      76   90512        1.305     0.095941
100996701   12  132148222  132148963      3       1   41491     -0.47689      0.68328
6433        12  132195632  132284283    273      31   79760       1.1105       0.1334
4326        12  132312941  132336316    159      33   86382     -0.59568      0.72431
8408        12  132379279  132407707    110      25   72175      0.51676      0.30266
80324       12  132413745  132428406     56      14   71361     -0.35654      0.63928
57634       12  132434465  132565011    412      26   60843     0.080253      0.46802
317781      12  132621139  132628880     46      11   77487      -1.2814      0.89998
79050       12  132628993  132636986     29      15   68093     -0.11358      0.54522
100129528   12  133049334  133050840      4       2   39572      0.94954      0.17117
57666       12  133067041  133161774    540      38   87711      0.45519      0.32449
100996573   12  133128616  133131872     13       6   61424        0.211      0.41644
100507055   12  133179672  133187229     45       8   93256       1.6804     0.046444
22953       12  133195393  133198972     13       4   90640       1.7489     0.040152
5426        12  133200344  133264050    240      18   90311       1.2864     0.099144
5827        12  133264192  133281577     50       9   83775      0.70753      0.23962
192111      12  133287393  133299323     73      22   82202       0.7196      0.23589
23141       12  133302254  133338451    193      34   85723       1.9026     0.028546
2802        12  133345495  133405659    295      31   87189       2.0593      0.01973
55743       12  133416937  133481459    361      23   88037       2.4175    0.0078144
100289635   12  133498019  133532908     38       8   85364      0.64876      0.25825
7699        12  133657005  133685566     18       5   75889      0.85519      0.19622
101060200   12  133696111  133707059     40       8   93285       1.7362     0.041263
7556        12  133707214  133736051     77      10   92913       1.5102      0.06549
10795       12  133757995  133783698     94       8   93546       2.1257     0.016765
647589      12  133794898  133812422     56      11   80507       1.7864      0.03702
7278        13   19747910   19755992     70       8   93755      0.41362      0.33958
93492       13   19997017   20135714    529      25   68619      0.87639      0.19041
54737       13   20207787   20247599    130      20   77175       -0.096      0.53824
55269       13   20248892   20357159    370      24   66256      0.38813      0.34896
9205        13   20397621   20437776    155      12   82570      -1.7674      0.96142
7750        13   20531708   20665968    334      23   86893      0.92029      0.17871
2700        13   20712394   20735524    120      26   85738       1.0031      0.15791
2706        13   20761602   20768605     26       8   89636       1.4609     0.072023
10804       13   20796101   20806534     58      20   70910      0.17551      0.43034
51084       13   20977806   21100012    579      58   88679      0.85752      0.19558
8100        13   21140585   21265576    430      26   86120      -1.3949      0.91848
53342       13   21276222   21297239     67      11   81504      -1.4096      0.92067
221143      13   21302036   21348095    223      25   78083     -0.44871      0.67318
64328       13   21351468   21476913    394      26   81417      -0.4476      0.67278
26524       13   21547175   21635722    312      25   91870     -0.33433      0.63094
10284       13   21714653   21723224     22       7   88588       1.0327      0.15086
221150      13   21727734   21750741     99      16   88563     -0.41456      0.66077
78988       13   21750372   21753223      8       5   78416     -0.31529      0.62373
101928764   13   21860557   21871219     47       7   93142       1.2676      0.10247
253832      13   21946710   22033508    260      19   90779      -1.5053      0.93388
221154      13   22066828   22178355    376      26   90034      -1.4956      0.93263
2254        13   22245215   22278640     84      15   88248      -1.8263       0.9661
6445        13   23755060   23899304   1178      74   93277      -1.1248      0.86965
26278       13   23902962   24007867    469      62   80503      0.15311      0.43915
55504       13   24144509   24250244    465      53   89365       2.7074    0.0033906
4285        13   24304328   24463587    568      31   89163     -0.21446       0.5849
542767      13   24463028   24466242      9       3   81061     -0.64592      0.74084
387911      13   24465238   24471145     27       3   89002     -0.25361       0.6001
221178      13   24553765   24881212   1781     187   90196      0.72395      0.23455
338872      13   24883686   24896669    101      16   87444       1.2314       0.1091
